Material,Magnetic Entropy Change,Magnetic Field,Curie Temperature,source,Number
Ni42Co8Mn30Fe2Ga18,32,5 T,,452,5179
Eu0.55Sr0.45MnO3,7,0-5 T,,453,1075
Sm0.55Sr0.45MnO3,6,0-5 T,,453,6049
La0.67Ca0.33W0.98O3,3.1,10.0 kOe,264,454,3038
DyCo2C0,-13.9,50 kOe,136,455,800
DyCo2C0.05,-12.5,50 kOe,144,455,801
DyCo2C0.10,-9.9,50 kOe,148,455,802
DyCo2C0.15,-7.8,50 kOe,152,455,803
La(Fe0.91Si0.09)(13)H-1.81,26,5 T,350,456,2630
LaCrSb3,3.4/5.9/5.8 or2.55/2.49（rotating）,5 T,132,457,3906
CoMnSb (sample A),2.1,nan T,,459,566
CoMnSb (sample B),1,nan T,,459,567
LaCoO3 thin films,,nan T,78,460,3901
DyCoO3 NPs,16.6,60 kOe,,461,809
Gd6Co1.67Si2.5Ge0.5,5.9,0-5 T,296,462,2022
Pr-0.85 K 0.15MnO3,1.39,nan kOe,116,463,5659
Pr0.85Ag0.15MnO3,0.99,nan kOe,74,463,5877
Ni2MnGa (with 5% Bi),2.2,,,464,5095
Ni2MnGa (without Bi),3.8,,,464,5096
La0.6Ce0.4Fe11.5Si1.5,,nan kOe,170,465,3131
(Gd0.94Tb0.06)5Si1.72Ge2.28,25.13,2.0 T,,467,83
Ho3Rh,10,nan kOe,,468,2382
Ho3Rh,5.1,nan kOe,14,468,2383
Dy3Al2,5.2,nan kOe,94,472,745
Dy3Al2,12.1,nan kOe,69,472,746
TbNi2 alloy,13.9,5 T,,473,6318
TbFeO3,17.42,50 kOe,,475,6293
TmFeO3,-9.01,50 kOe,,475,6394
La(Fe0.98Co0.02)11.7Al1.3,10.6,5 T,198,476,2651
GdB2,1.89,4 T,,480,2088
Ni47Mn37Si3In13,5.54,nan T,,482,5348
Ni47Mn38Si2In13,6.3,nan T,,482,5352
Ni47Mn39Si1In13,10,5.0 T,,482,5356
Gd,17.5,140 kOe,,484,1507
Gd3Ni6Al2,6.2,5 T,105.7,487,1802
Tb3Ni6Al2,9.8,5 T,57.5,487,6241
La0.75Ca0.8Sr0.17MnGaO3 (x=0.00),2.87,2 T,336,488,3228
La0.75Ca0.8Sr0.17MnGaO3 (x=0.20),1.17,2 T,135,488,3229
La0.7Bi0.05Sr0.15Ca0.1Mn0.95In0.05O3,6,5 T,310,489,3287
La0.67Ba0.33Mn0.85Sn0.15O3,2.49,2 T,288,490,2989
La0.67Ba0.33Mn0.95Sn0.05O3,,2 T,340,490,2992
La0.67Ba0.33Mn0.9Sn0.1O3,,2 T,325,490,2998
LaFe11.6Si0.4C0.6,12.1,0-5 T,250,491,4040
LaFe11.6Si0.8C0.4,18.8,0-5 T,,491,4041
LaFe11.6Si1.2C0.2,24.2,0-5 T,,491,4042
LaFe11.6Si1.4C0,24.8,0-5 T,195,491,4071
EuSn2P2,,50 kOe,30.2,493,1135
Ni48.75Mn35.75FeSn13.5,6.9,1.8 T,,494,5368
Ni49Mn36FeSn13,5.6,1.8 T,,494,5412
Ni50Mn37Sn13,5.4,1.8 T,,494,5538
CuCr2Te4,-1.57,5 T,320,496,643
Ni(45)Mn(42)Cr(2)Sn(11),15,10 kOe,,497,4975
La-0.7(Ca0.27Ag0.03)MnO3,4.5,2 T,263,500,2672
La-0.7(Ca0.27Ag0.03)MnO3,7.75,5 T,263,500,2673
La0.65Eu0.05Sr0.3Mn0.95Cr0.05O3,4.04 - 0.78,5.0 T,338 - 278,501,2942
Eu0.9Ba0.1TiO3,10,1.0 T,,502,1082
Eu0.9Ce0.1TiO3,11,nan T,,502,1086
Eu0.9La0.1TiO3,10.8,nan T,,502,1088
Eu0.9Sr0.1TiO3,9.8,1.0 T,,502,1091
EuTiO3,9.8,nan T,,502,1165
(La1-xPrx)(0.67)Pb0.33MnO3 x=0,4.43,4.8 T,358,503,173
(La1-xPrx)(0.67)Pb0.33MnO3 x=0.1,3.08,4.8 T,348,503,174
(La1-xPrx)(0.67)Pb0.33MnO3 x=0.2,3.33,4.8 T,336,503,175
(La1-xPrx)(0.67)Pb0.33MnO3 x=0.3,2.97,4.8 T,330,503,176
FeCoCrNi (cold-rolled),-0.35,2 T,130,506,1451
Fe14Mn40Al44,-3.1,5.0 T,,507,1220
Fe15-xMn40Al45+x,,nan T,315-340,507,1221
Fe15Mn40Al45,-2.4,5.0 T,288-330,507,1222
Gd100-xMnx,4.6,0-2 T,279,509,1674
Gd100-xMnx,8.6,0-5 T,279,509,1675
Ni43Mn43Cu3Sn11,15.8,10.0 kOe,,512,5209
Ni43Mn43Cu3Sn11,0.9,nan kOe,,512,5210
Ni43Mn44Cu2Sn11,18,10.0 kOe,,512,5212
Ni43Mn44Cu2Sn11,1,nan kOe,,512,5213
Ni43Mn46CuSn11,14.1,10.0 kOe,,512,5220
Ni43Mn46Sn11,1.1,nan kOe,358,512,5225
La0.7Nd0.3Fe10.7Co0.8Si1.5,15,5.0 T,280,513,3418
LaFe11.5Al1.5B0.1,7.64,0-3 T,178,514,3999
LaFe11.5Al1.5B0.2,7.38,0-3 T,185,514,4000
LaFe11.5Al1.5B0.3,7.25,0-3 T,189,514,4001
Gd28Ni24Al48,14.5,nan kOe,,516,1708
Gd33Ni13Al54,9.2,nan kOe,,516,1771
NiMn0.9Sb0.1,2.36,nan kOe,,517,5625
La0.8Ce0.2Fe11.4Si1.6,78.29,0-3 T,186,518,3653
Ni2.15Mn0.85Ga,20,1.6 T,,519,5062
Ni2.19Mn0.81Ga,5,1.6 T,,519,5068
Ni42Co8Mn38In12,6.8,5 T,,523,5182
(Tb1-xDyx)(6)Co1.67Si3(0 <= x <= 0.8) ,6.2-7.4,0-7 T,187-142,524,259
Mn5Ge2.7Al0.3,6.3,,,525,4610
Mn5Ge2.7Ga0.3,6.1,,,525,4611
Mn5Ge2.7Sn0.3,5.3,,,525,4612
Pr0.73Pb0.27MnO3,2.4,1 T,234,529,5835
Pr0.73Pb0.27MnO3,3.8,2 T,234,529,5836
Pr0.73Pb0.27MnO3,,3 T,236,529,5837
La0.5Pr0.5Fe11.5Si1.5C0,32.4,0-5 T,,530,2835
La0.5Pr0.5Fe11.5Si1.5C0.3,27.6,0-5 T,,530,2836
LaFe11.2Si1.8,13,5 T,222,531,3961
La(Fe0.88Si0.12)(13),,2 T,276,533,2622
La0.8Nd0.2((Fe0.88Si0.12)(13),,2 T,288,533,3708
Gd65Fe20Al15,5.8,0-5 T,,535,2004
Gd71Fe3Al26,7.4,0-5 T,,535,2049
Mn1.35Fe0.65P0.48Si0.52,7,1.5 T,,537,4439
La0.7Ca0.23Sr0.07MnO3 (1073 K),1.82,1-3 T,293,538,3304
La0.7Ca0.23Sr0.07MnO3 (1173 K),2.51,1-3 T,293,538,3305
La0.7Ca0.23Sr0.07MnO3 (973 K),1,1-3 T,293,538,3306
Gd20Tm20Er20Co20Al20,9.7,5 T,,544,1694
FeNiGaMnSi HEA,1.59,0-2 T,300-400,548,1466
Pr0.75Li0.25MnO3,2.54,5 T,,552,5840
Ni2MnGa,-1.5 to -18,1 to 5 T,314,553,5094
GdTbHoEr,8.64,5.0 T,,556,2226
GdTbHoEr + La and Y,5.85,5.0 T,,556,2227
GdTbHoErPr,6.92,nan T,,556,2229
La0.7Sr0.3Mn0.98Ni0.02O3,7.65,70 kOe,,557,3483
Gd3SbO7,354,9 T,,558,1812
Pr2Fe17-0.1Cu,5.06,5 T,,560,5925
Pr2Fe17-0.2Cu,4.21,5 T,303,560,5926
Pr2Fe17-0Cu,5.63,5 T,286,560,5928
La0.5Sr0.5Mn0.85Cr0.15O3,,nan T,270,561,2853
La0.5Sr0.5Mn0.8Cr0.2O3,,nan T,251,561,2854
La0.5Sr0.5Mn0.95Cr0.05O3,,nan T,319,561,2855
La0.5Sr0.5Mn0.9Cr0.1O3,,nan T,292,561,2856
GdPd,20.14,5 T,,562,2213
(Trz)(4)]center dot 12H(2)O}(n) (1),40.3,7 T,,563,262
Mn1/4+delta NbS2,2.2 (at 45 K) and 2.6 (at 105 K),7 T,45 and 105,564,4456
Gd39Dy17Al24Co20,682.3,5 T,,565,1776
Gd42Dy14Al24Co20,702.8,5 T,,565,1824
Sr1.8Pr0.2FeMoO6 (x = 0),0.4,2.5 T,,566,6123
ErSn1.1Ge0.9,9.5,50.0 kOe,,568,1063
Mn1.2Fe0.8P0.6Si0.4B0.05,15.7 - 21.8,0-5 T,165 - 197,569,4433
Dy2Co2Al,10.6,0-50 kOe,,570,705
Tb2Co2Al,6.4,0-50 kOe,,570,6212
FeGe,2.86,7.0 T,279.1,576,1460
MnCo1-0.06V0.04,3.9,1.5 T,265,581,4671
GdCo2B2,17.1,5 T,,582,2094
NdCo2B2,7.1,5 T,27,582,4911
PrCo2B2,8.1,5 T,18,582,5965
La0.8Li0.2Mn0.9Fe0.1O3,0.96,5 T,75,585,3688
La0.9Li0.1Mn0.9Fe0.1O3,1.54,5 T,215,585,3768
La0.7Pr0.3Fe11.5Si1.5B(0.2),17.9,nan T,190,587,3430
LaFe11.5Si1.5B(0.2),13,nan T,200,587,4026
Ni48Mn39.5Sn8.5In4 bulk,20,5 T,,588,5390
Fe25Co25Ni25Mo5P10B10,0.8,1.5 T,560,590,1230
Fe25Co25Ni25Mo5P10B10,1.88,5.0 T,560,590,1231
Fe30.7Ni25.7Ga14.6Mn19Si10 (annealed),0.9,2 T,462,591,1243
Fe30.7Ni25.7Ga14.6Mn19Si10 (as-quenched),0.75,2 T,442,591,1244
Tb65Ni15Co20 Amorphous,9.47,5 T,79,592,6259
MnFe0.2Co0.8Ge,9,5 T,289,593,4704
Gd2GeO5,50.3,8.9 T,,595,1735
Mn27Cr7Ni33Ge25Si8 HEA,2.49,nan T,,596,4465
Fe49Rh51,3.98x10^2 erg/g K-2 ,nan T,,598,1260
Hf0.8Ta0.2Fe1.98-Co0,4.8,5 T,,599,2270
La2/3Ca1/3Mn0.80Si0.20O3,8.4-9.6,6 T,,601,3876
La2/3Ca1/3Mn0.85Si0.15O3,8.4-9.6,6 T,,601,3878
La2/3Ca1/3Mn0.90Si0.10O3,8.4-9.6,6 T,,601,3880
La2/3Ca1/3Mn0.95Si0.05O3,8.4-9.6,6 T,,601,3882
La0.7Ca0.2Sr0.1MnO3,4.3,30 kOe,,602,3318
HoCo0.25Ni1.75 compound,-18.9,5 T,,607,2426
Gd(Ni1-xFex)(2) (x = 0),,nan kOe,44,610,1547
Gd(Ni1-xFex)(2) (x = 0.16),,nan kOe,66,610,1548
LaFe11.4Si1.6,19.4,5 T,208,611,3979
Mn20Al20Co14Fe20+xCr26-x HE alloys,,,268.2-310.6,613,4462
La0.7Tb0.3Fe11.5Si1.5,,,197,614,3532
La0.95Tb0.05Fe11.5Si1.5,25.2,,,614,3749
Ni43Mn45SmSn11,20,0-5 T,,615,5219
Ni50Mn35In14Si1,17.2,nan T,,616,5497
Ni51.5Mn33.5In14Si1,2.5,nan T,,616,5547
Ni51Mn34In14Si1,19,nan T,,616,5552
Ni51Mn34In14Si1 (peak),31.3,0-1.8 T,279,616,5554
Gd0.7Sr0.3CoO3,-12,5.0 T,117,617,1638
La0.7Sr0.3CoO3,,nan T,240,617,3463
GdCrO3,36.97,7 T,,619,2114
Gd55Al20Co20Ni5 BMG,9.8,nan T,,621,1861
UNiGa,3.56,5 T,,625,6412
HoCoSi,22 (parallel to texture),0-5 T,13.7,626,2450
HoCoSi,12 (perpendicular to texture),0-5 T,13.7,626,2451
La0.5Sr0.5Co0.95Mn0.05O3,2.64-2.74,6 T,243-235,629,2850
La0.5Sr0.5Co0.9Mn0.1O3,2.64-2.74,6 T,243-235,629,2851
La0.5Sr0.5CoO3,2.64-2.74,6 T,243-235,629,2852
Mn1.1Fe0.9P0.76Ge0.24,33.8,,,630,4402
Nd0.7Sr0.1Ba0.1Ca0.1MnO3-delta manganite,,nan T,117,631,4838
La0.67-Nd0.02Ca0.13Ba0.2MnO3,3.06,1.6 T,308,633,2975
La0.67-Nd0.06Ca0.13Ba0.2MnO3,2.92,1.6 T,294,633,2976
La0.67-Nd0.1Ca0.13Ba0.2MnO3,2.48,1.6 T,280,633,2977
La0.4K0.4Sr0.2Mn0.95Ni0.05O3,3.39,5 T,305 - 320,634,2738
La0.6K0.2Sr0.2Mn0.95Ni0.05O3,4.11,5 T,305 - 320,634,3137
La0.8K0.0Sr0.2Mn0.95Ni0.05O3,4,5 T,305 - 320,634,3675
HoN (100% N-2),34.2,5 T,14.2,635,2497
HoN (N-2/H-240/60),27.7,5 T,13.9,635,2498
HoN (N-2/H-260/40),29.8,5 T,14.2,635,2499
HoN (N-2/H-280/20),30.2,5 T,14.5,635,2500
FeRh0.98Al0.02 (chunk),2.7,nan kOe,308,636,1478
FeRh0.98Al0.02 (flake),3.1,nan kOe,275,636,1479
CoMnSb,2.06,0.9 T,471,638,565
Ba2CrMo0.5W0.5O6,1.6,nan kOe,285,639,368
CrO2 single crystal,8.46,0-5 T,,641,605
La0.7Ba0.15Ag0.15MnO3,,nan T,255,642,3263
Gd75Cu25,7,nan T,144,643,2054
(Gd0.85Er0.15)5Si2Ge2,15.3,0-2.0 T,177,644,79
(Gd0.8Er0.2)5Si2Ge2,15.2,0-2.0 T,177,644,82
(Gd0.95Er0.05)5Si2Ge2,15.5,0-2.0 T,177,644,85
(Gd0.9Er0.1)5Si2Ge2,16.1,0-2.0 T,177,644,88
Mn1.1Fe0.9P0.8Ge0.2,23,5 T,,645,4411
Tb0.75Tm0.25FeO3,10.69,7 T,,646,6188
Tb0.85Tm0.15FeO3,-9.28,7 T,,646,6190
Tb1-Tm0FeO3,13.78,7 T,,646,6201
Gd5Ge2.025Si1.925In0.05,-13.6,5 T,,647,1905
Ni49.0Mn38.4Sb11.7Si0.9,9.5,5 T,,648,5402
La0.70Ca0.20Sr0.10MnO3:Ag-0.10,7.61,5 T,300.5,650,3198
Nanomaterial with the spin vector and its amplitude was 5/2,3.53,8 T,14.46,651,4771
Co1.2Mn0.8B,1.17,nan T,175,653,495
(La(1-x)Smx)(0.85)K0.15MnO3 (x=0.0),7.32,5 T,,654,119
(La(1-x)Smx)(0.85)K0.15MnO3 (x=0.1),3.37,5 T,,654,120
(La(1-x)Smx)(0.85)K0.15MnO3 (x=0.2),3.28,5 T,,654,121
(La(1-x)Smx)(0.85)K0.15MnO3 (x=0.3),2.7,5 T,,654,122
Fe75Cr8B2Gd2Zr10,>0.8,12 kOe,,658,1336
Fe76Cr7B2Gd2Zr10,>0.8,12 kOe,282,658,1343
Fe77Cr6B2Gd2Zr10,>0.8,12 kOe,294,658,1348
Fe78Cr5B2Gd2Zr10,>0.8,12 kOe,306,658,1351
(La1-xBix)(0.67)Ba0.33MnO3,6.19 - 4.79,9 T,229 - 336,659,172
La0.7Ca0.3MnO3,4.67 - 10.78,1 - 5 T,,662,3383
La0.7Ca0.2Sr0.1MnO3,2.85,2.0 T,,663,3319
La0.7Ca0.2Sr0.1MnO3,2.23,1.5 T,,663,3320
Yb2Ti2O7,,,0.14,664,6457
La0.9Bi0.1Fe11.4Si1.6,14.25,6 T,,667,3753
LaFe11.4Si1.5Ge0.1,12.58,6 T,,667,3975
LaFe11.4Si1.6,22.38,6 T,,667,3980
LaY0.1Fe11.4Co0.1Si1.5,12.7,,690,668,4175
LaY0.1Fe11.4Cr0.1Si1.5,5.1,,790,668,4176
LaY0.1Fe11.4Fe0.1Si1.5,20.7,,740,668,4177
LaY0.1Fe11.4Mn0.1Si1.5,13,,670,668,4178
LaY0.1Fe11.4Ni0.1Si1.5,7.4,,620,668,4179
La0.7Sr0.3Mn0.9Cr0.1O3,1.76,2 T,326,670,3486
La0.7Sr0.3Mn0.9Sn0.1O3,0.47,2 T,228,670,3491
La0.7Sr0.3Mn0.9Ti0.1O3,1.45,2 T,210,670,3493
La0.7Sr0.3MnO3,1.27,2 T,369,670,3515
La0.8Ca0.2Mn1Ni0.0O3,6.15,7.0 T,,672,3628
Eu0.92Ba0.08TiO3,41.4,5 T,,673,1078
Eu0.92Ba0.08TiO3,12.5,1 T,,673,1079
Eu0.92Ba0.08TiO3,23.4,2 T,,673,1080
Cd1-xZnxCr2S4,,nan T,87 +/- 2,674,420
Cd1-xZnxCr2S4,,nan T,21 +/- 2,674,421
(Gd0.9Dy0.1)(4)Co-3,8.47,5 T,145,676,86
Gd4Co3,5.74,5 T,220,676,1831
(Gd1-xDyx)Si-4,3.5,0-2 T,266-336,677,97
(Gd1-xHox)Si-4,3.5,0-2 T,266-336,677,104
Fe85B12La3,1.08 (at 1 T) to 3.59 (at 5 T),1 to 5 T,477.5,681,1390
La0.7Sr0.3MnO3,,1 T,360,682,3516
LaEuSrMnO3 (0.14% Eu),,1 T,308,682,3910
Ni-Co-Mn-Ga-In,11,6 T,,683,4991
LaFe11.5Al1.5C0.2H1.0,13.8,0-5 T,,684,4004
LCMO/Fe3O4,5.58,1 T,,688,2563
LCMO/YSZ,2.39,1 T,,688,2566
La0.67Ca0.33MnO3,2.45,1 T,,688,3034
La0.67Pb0.33-0.05AgMnO3,3,10 kOe,347,690,3041
La0.67Pb0.33-0.10AgMnO3,3.25,10 kOe,321,690,3042
La0.67Pb0.33-0.15AgMnO3,3.5,10 kOe,288,690,3043
La0.67Pb0.33-0AgMnO3,2.75,10 kOe,368,690,3044
ErCu0.25Ge2,-10.5,50 kOe,3.9,691,1003
HoCu0.33Ge2,-10.2,70 kOe,9,691,2465
La(FexSi1-x)0.90,-23,0.6 T,,692,2665
La(FexSi1-x)0.91,-24,0.6 T,,692,2666
La0.75Ag0.25MnO3,,3 T,290,693,3206
La0.85Ag0.15MnO3,,3 T,260,693,3575
La0.90Ag0.10MnO3,,3 T,225,693,3737
MnCo0.08Al0.92Ge,1.52,1.5 T,310,694,4654
La0.7Ba0.2Ag0.1MnO3,3.14,5 T,,698,3266
La0.7Ba0.2K0.1MnO3,3.01,5 T,311.5,698,3270
La0.7Ba0.2Na0.1MnO3,3.04,5 T,,698,3271
LaFe11.7(Si0.8Cu0.2)1.3,20,,200,699,4085
La0.67Sr0.060.27MnO3-delta,4.11,50 kOe,,702,3051
La0.67Sr0.150.18MnO3-delta,4.61,50 kOe,,702,3053
Gd25Co25Al25Ho20Y5,8.79,5 T,,703,1699
Mn0.94Ag0.06CoGe,22,5 T,326,705,4318
Mn0.95Ag0.05CoGe,9.4,5 T,318,705,4321
La0.65Ca0.35MnO3/Cr2O3 (x=0),5.5,5 T,,708,2924
La0.65Ca0.35MnO3/Cr2O3 (x=0.1),5.12,5 T,,708,2925
La0.65Ca0.35MnO3/Cr2O3 (x=0.2),4.5,5 T,,708,2926
La0.65Ca0.35MnO3/Cr2O3 (x=0.3),3.12,5 T,,708,2927
CuNMn3,3.49/6.38,20/45 kOe,141,709,648
(La0.85Pr0.15)Ag0.15MnO3,7.90-2.88,50 kOe,262-138,711,153
Gd5Si2Ge2,4.38 - 13.32,1.5 T,Not mentioned,714,1955
Ni52Mn26Ga22 (annealed),-30,5 T,,715,5558
Ni52Mn26Ga22 (as-spun),-11.4,5 T,,715,5559
Ni53Mn22Ga25,-4.7,5 T,,715,5567
LaDy0.1Fe11.4Co0.1Si1.5,11.4,,,717,3907
LaDy0.1Fe11.4Fe0.1Si1.5,25,,,717,3908
LaDy0.1Fe11.4Mn0.1Si1.5,12.3,,,717,3909
Gd5Si2Ge2,,nan T,274,718,1956
MnAs1-xSbx (0 < x < 0.1),,nan T,230-318,718,4647
MnFeP0.45As0.55,,nan T,308,718,4713
La0.9Ce0.1(Fe0.99Mn0.01)(11.6)Si1.4H1.6,12.3,7.8 T,331,720,3755
ErAl2Ge2 (powder),-19.52,0-70 kOe,,721,974
ErAl2Ge2 (single crystal H//ab),-24.84,0-70 kOe,,721,975
ErAl2Ge2 (single crystal H=20 kOe),-6.3,20 kOe,,721,976
ErAl2Ge2 (single crystal H=40 kOe),-9.03,40 kOe,,721,977
Fe17-xMnxPr2,6.25,5 T,,722,1224
La0.65Ce0.35(Fe0.85Mn0.03Si0.11)13,-13,4 T,60,723,2936
La0.6Eu0.05Ca0.35MnO3,5.778,1.5 T,,724,3134
Gd6Co1.67Si3,5.2,5 T,298,726,2024
La0.66Sr0.34MnO3,1.25,1 T,376,727,2967
Ni0.895Cr0.105MnGe1.05 ribbon,16.1,5 T,,728,5042
La0.65Nd0.05Ba0.3MnO3,-1.3,1 T,,733,2950
Ni51Mn34In14Si1,14.1,1.2 T,,735,5553
Fe87Ce8B5 AA,-3.65 (at 5 T),5.0 T,283,736,1408
Fe87Ce8B5 AA,-1.47 (at 1.5 T),1.5 T,283,736,1409
Fe87Zr8B5 AA,,nan T,306,736,1414
LaFe11.8Si1.2,31,5 T,,737,4110
LaFe11Co0.8Si1.2,13.5,5 T,290,737,4116
Pr0.8Na0.05K0.15MnO3,,nan T,133,738,5888
Pr0.8Na0.1K0.1MnO3,,nan T,123,738,5891
Ho20Er20Co20Al20Dy20,15,5 T,,739,2316
Ho20Er20Co20Al20Gd20,15,5 T,,739,2317
Ho20Er20Co20Al20Tm20,15,5 T,,739,2318
La0.7-Eu0.15Ba0.3MnO3,2.3,10.0 kOe,298,740,3186
La0.7Ca0.18Ba0.12MnO3,1.85,10 kOe,,742,3293
Nd1-xCdxMnO3 (x = 0),45,5 T,,749,4847
Nd1-xCdxMnO3 (x = 0.1),63,5 T,,749,4848
La0.7Pr0.3Fe11.5Si1.5C0.2H1.2,22.1,0-5 T,321,751,3432
CrI3 single crystal,3.21,4.5 T,,752,600
Mn0.997Fe0.003As,19.6 - 32.2,1.5 T,308 - 313,757,4349
FeRh,24.8,nan T,370,758,1474
La0.78Cd0.22-0.00K0.00MnO3,3.6,5 T,202,759,3255
La0.78Cd0.22-0.10K0.10MnO3,4.86,5 T,288,759,3256
La0.78Cd0.22-0.15K0.15MnO3,5.66,5 T,311,759,3257
La0.78Cd0.22-0.20K0.20MnO3,5.98,5 T,326,759,3258
La1-xPrx)(0.85)K0.15MnO3,4.63,2 T,238 - 158,763,3792
La1-xPrx)(0.85)K0.15MnO3,5.22,2 T,,763,3793
La1-xPrx)(0.85)K0.15MnO3,2.8,2 T,,763,3794
La1-xPrx)(0.85)K0.15MnO3,2.3,2 T,,763,3795
(Gd0.80Tb0.20)5Si1.72Ge2.28,8.7,1.0 T,,765,78
(Gd0.85Tb0.15)5Si1.72Ge2.28,,nan T,200,765,80
Mn0.3Zn0.7Fe2O4,0.64,2.5 T,,766,4283
Mn0.5Zn0.5Fe2O4,1.07,2.5 T,,766,4293
Mn0.7Zn0.3Fe2O4,1.11,2.5 T,,766,4297
Mn1Zn0Fe2O4,1.25,2.5 T,,766,4457
LaFe11.1Co0.8Si1.1B0.2,5.3,0-1.5 T,,768,3942
LaFe11.1Co0.8Si1.1B0.25,5.9,0-1.5 T,,768,3943
LaFe11.85Si1.15,20.54,0.5 T,,771,4107
La0.5Sm0.1Sr0.4Mn0.975In0.025O3,5.25,5 T,300,774,2837
(Fe0.8Mn0.2)17Dy-2,1.7,5 T,151,775,56
(Fe0.9Mn0.1)17Dy-2,2.8,5 T,251,775,58
(Fe1.0Mn0.0)17Dy-2,3.9,5 T,364,775,59
EuTi0.95Ni0.05O3,41.9,5 T,,776,1152
EuTi0.9Ni0.1O3,13.7,1 T,,776,1158
Dy2NiMnO6,10.9,7 T,,778,738
Dy2NiMnO6,3.9,7 T,,778,739
Er2NiMnO6,12.2,7 T,,778,932
Er2NiMnO6,4.8,7 T,,778,933
Ho2NiMnO6,11.4,7 T,,778,2358
Ho2NiMnO6,4.2,7 T,,778,2359
La0.6Pr0.5Fe11.4Si1.6,33.8,5 T,,779,3160
La0.6Pr0.5Fe11.4Si1.6Hy,19.6,5 T,321,779,3163
ErCo2,12(J/mol K),nan T,32,781,992
LaFe10.9Co0.8Si1.3H1.8,6.1,0-2 T,,783,3931
Ni43Co2Cu5Mn39Sn11,4.5,5 T,,784,5196
Ni44Co1Cu5Mn39Sn11,11.4,5 T,,784,5251
Fe2Mn2O7,1,5 T,68,785,1235
DyCu2,-4.31,50 kOe,,786,817
(Sr1.55Gd0.15Ba0.3)FeMoO6 (SGBFMO),1.98,nan T,382,787,257
Sr2FeMoO6 (SFMO),2.13,nan T,394,787,6144
Fe90Zr7B3 alloy,1.05,2 T,257,789,1443
Dy18Er18Y18Ni26Al20,10.2,5.0 T,,791,698
Dy27Er27Ni26Al20,10.6,5.0 T,,791,700
EuTi0.85Nb0.15O3,13.1,0-1 T,,793,1141
EuTi0.8Nb0.2O3,11.9,0-1 T,,793,1145
EuTi0.95Nb0.05O3,10.3,0-1 T,,793,1151
EuTi0.9Nb0.1O3,9.6,0-1 T,,793,1157
Gd0.1Nd0.9Co2,1.228,0-2.0 T,,794,1605
Gd0.2Nd0.8Co2,1.28,0-2.0 T,,794,1608
Gd0.3Nd0.7Co2,1.381,0-2.0 T,296,794,1614
Gd0.4Nd0.6Co2,1.61,0-2.0 T,272,794,1619
Gd1.0Nd0.0Co2,1.471,0-2.0 T,,794,1669
La0.5Sm0.5Ba0.3MnO3 (x=0.2),2.48,5 T,225,795,2849
La0.6Sm0.4Ba0.3MnO3 (x=0.1),4.22,5 T,290,795,3165
La0.7Sm0.3Ba0.3MnO3 (x=0),4.39,5 T,340,795,3436
Gd0.4Ho0.6NiIn(T-C=52K),10,5 T,52,796,1617
Gd0.4Ho0.6NiIn(T-t=9K),6,5 T,9,796,1618
La0.65Nd0.05Ba0.3Mn0.85Cr0.15O3 (x = 0.15),,,275,798,2945
La0.65Nd0.05Ba0.3Mn1-CrO3 (x = 0),,,330,798,2948
FeZrBCu,,2 T,210 - 320,801,1481
La0.8Ba0.2MnO3,1.04,7 kOe,286,802,3607
La0.8Ca0.2MnO3,1.03,7 kOe,188,802,3635
La0.8Sr0.2MnO3,1.43,7 kOe,323,802,3733
Nd0.5Sr0.5CoO3,,7 T,228,804,4821
Annealed La0.5Ca0.3Sr0.2MnO3,1.52,nan T,317,806,334
La0.5Ca0.3Sr0.2MnO3,0.88,2.0 T,317,806,2789
MgTi2O4,,,258,807,4247
Gd0.1Ce0.9Co2,,,350,808,1602
Gd0.2Ce0.8Co2,,,344,808,1606
Gd0.3Ce0.7Co2,2.34,,340,808,1612
LaFe11.7Si1.3,28,5 T,190,809,4091
LaFe11.7Si1.3N1.3,3.5,5 T,230,809,4104
Fe16Ni64(SiB)20,0.53,2 T,,811,1223
Fe91Zr9Cu0,2.63,50 kOe,210,812,1444
Fe91Zr9Cu0.4,2.75,50 kOe,218,812,1445
Fe91Zr9Cu1,2.88,50 kOe,214,812,1446
Ni50Mn35In15-1Si1,82,5 T,,813,5505
Ni50Mn35In15-3Si3,124,5 T,,813,5506
La0.78Ca0.22-0.05Pb0.05,,nan T,223,814,3252
La0.78Ca0.22-0.1Pb0.1,5.53,5.0 T,242,814,3253
La0.78Ca0.22-0Pb0,6.9,5.0 T,202,814,3254
Ni-54(FeMn)Ga-27,1.5,2 T,384,815,4989
La0.67-0.1Eu0.1Sr0.33MnO3,4.1,5 T,,821,2969
La0.67-0.2Eu0.2Sr0.33MnO3,4.33,5 T,,821,2970
La0.8Cd0.2MnO3,1.8-2.33,10 kOe,253-270,822,3641
La0.77Sr0.23Mn0.9Cu0.1O3,4.41,1.0 T,,824,3249
La0.77Sr0.23Mn1-xCuxO3 (x=0),3.09,0.1 T,,824,3250
LaFe11.0B0.5Si1.5,21.2,0-5 T,,825,3934
LaFe11.5B0.4Si1.1,26.1,0-5 T,,825,4008
LaFe11.5Si1.5,23.7,0-5 T,,825,4018
LaFe11.9Si1.1,27,0-5 T,,825,4112
Mn50.5Ni41Sn8.5 alloy,11.85,1.5 T,,827,4558
